"treated_club_id","treated_season","treated_match_no","treated_ppg_prior","treated_ppg_next","treated_position","control_club_id","control_season","control_match_no","control_ppg_prior","control_ppg_next","control_position","match_dist"
33,2020,3,0.00000000000000000000,0.60000000000000000000,18,3,2017,3,0.00000000000000000000,0.20000000000000000000,18,0.00000000000000000000
33,2020,13,0.20000000000000000000,0.60000000000000000000,18,3,2017,7,0.20000000000000000000,0.20000000000000000000,18,0.00000000000000000000
33,2020,14,0.20000000000000000000,0.80000000000000000000,18,3,2017,7,0.20000000000000000000,0.20000000000000000000,18,0.00000000000000000000
33,2020,24,0.40000000000000000000,0.60000000000000000000,18,3,2017,33,0.40000000000000000000,0.00000000000000000000,18,0.00000000000000000000
33,2022,11,0.60000000000000000000,0.60000000000000000000,18,3,2023,10,0.60000000000000000000,1.00000000000000000000,18,0.00000000000000000000
33,2022,12,0.00000000000000000000,0.60000000000000000000,18,3,2017,3,0.00000000000000000000,0.20000000000000000000,18,0.00000000000000000000
38,2019,20,0.60000000000000000000,1.2000000000000000,17,3,2019,6,0.60000000000000000000,0.80000000000000000000,17,0.00000000000000000000
39,2014,22,0.80000000000000000000,1.2000000000000000,11,3,2014,17,0.80000000000000000000,1.2000000000000000,11,0.00000000000000000000
39,2019,7,0.60000000000000000000,1.2000000000000000,13,3,2025,29,0.60000000000000000000,0.40000000000000000000,13,0.00000000000000000000
39,2020,3,0.00000000000000000000,0.80000000000000000000,17,3,2017,2,0.00000000000000000000,0.20000000000000000000,17,0.00000000000000000000
39,2020,14,0.40000000000000000000,0.80000000000000000000,17,3,2023,19,0.40000000000000000000,1.00000000000000000000,17,0.00000000000000000000
39,2020,15,0.20000000000000000000,1.4000000000000000,18,3,2017,7,0.20000000000000000000,0.20000000000000000000,18,0.00000000000000000000
39,2023,10,0.40000000000000000000,0.60000000000000000000,17,3,2023,19,0.40000000000000000000,1.00000000000000000000,17,0.00000000000000000000
39,2023,22,0.40000000000000000000,1.00000000000000000000,17,3,2023,19,0.40000000000000000000,1.00000000000000000000,17,0.00000000000000000000
39,2025,13,0.40000000000000000000,1.2000000000000000,18,3,2017,33,0.40000000000000000000,0.00000000000000000000,18,0.00000000000000000000
39,2025,14,0.40000000000000000000,1.6000000000000000,18,3,2017,33,0.40000000000000000000,0.00000000000000000000,18,0.00000000000000000000
41,2013,6,0.80000000000000000000,1.6000000000000000,16,3,2020,16,0.80000000000000000000,1.8000000000000000,16,0.00000000000000000000
41,2013,7,0.60000000000000000000,1.4000000000000000,16,10,2020,11,0.60000000000000000000,1.4000000000000000,16,0.00000000000000000000
41,2013,22,0.00000000000000000000,1.00000000000000000000,16,3,2020,2,0.00000000000000000000,0.60000000000000000000,16,0.00000000000000000000
41,2014,4,0.33333333333333333333,0.80000000000000000000,17,44,2022,4,0.33333333333333333333,1.4000000000000000,17,0.00000000000000000000
41,2014,27,0.40000000000000000000,1.4000000000000000,16,3,2020,6,0.40000000000000000000,1.6000000000000000,16,0.00000000000000000000
41,2014,29,0.20000000000000000000,2.0000000000000000,18,3,2017,7,0.20000000000000000000,0.20000000000000000000,18,0.00000000000000000000
41,2016,6,0.20000000000000000000,0.40000000000000000000,18,3,2017,7,0.20000000000000000000,0.20000000000000000000,18,0.00000000000000000000
41,2017,20,0.20000000000000000000,0.40000000000000000000,17,3,2019,15,0.20000000000000000000,2.4000000000000000,17,0.00000000000000000000
41,2017,27,0.20000000000000000000,2.0000000000000000,18,3,2017,7,0.20000000000000000000,0.20000000000000000000,18,0.00000000000000000000
42,2013,18,0.80000000000000000000,0.80000000000000000000,10,3,2014,9,0.80000000000000000000,0.60000000000000000000,10,0.00000000000000000000
42,2014,30,0.40000000000000000000,2.0000000000000000,15,4,2018,12,0.40000000000000000000,0.20000000000000000000,15,0.00000000000000000000
42,2015,18,0.60000000000000000000,0.60000000000000000000,18,3,2023,10,0.60000000000000000000,1.00000000000000000000,18,0.00000000000000000000
42,2015,29,0.00000000000000000000,1.4000000000000000,18,3,2017,3,0.00000000000000000000,0.20000000000000000000,18,0.00000000000000000000
42,2018,20,0.20000000000000000000,0.60000000000000000000,18,3,2017,7,0.20000000000000000000,0.20000000000000000000,18,0.00000000000000000000
44,2014,20,0.80000000000000000000,1.00000000000000000000,14,3,2020,19,0.80000000000000000000,0.80000000000000000000,14,0.00000000000000000000
44,2019,13,0.20000000000000000000,1.6000000000000000,16,3,2023,8,0.20000000000000000000,1.00000000000000000000,16,0.00000000000000000000
44,2019,22,1.00000000000000000000,1.6000000000000000,13,3,2014,22,1.00000000000000000000,1.00000000000000000000,13,0.00000000000000000000
44,2019,26,1.00000000000000000000,1.4000000000000000,12,3,2014,25,1.00000000000000000000,1.2000000000000000,12,0.00000000000000000000
44,2020,19,0.80000000000000000000,0.80000000000000000000,15,3,2019,16,0.80000000000000000000,1.8000000000000000,15,0.00000000000000000000
44,2021,14,1.00000000000000000000,1.4000000000000000,14,3,2014,7,1.00000000000000000000,1.8000000000000000,14,0.00000000000000000000
44,2021,27,0.00000000000000000000,1.4000000000000000,16,3,2020,2,0.00000000000000000000,0.60000000000000000000,16,0.00000000000000000000
44,2021,28,0.60000000000000000000,1.4000000000000000,17,3,2019,6,0.60000000000000000000,0.80000000000000000000,17,0.00000000000000000000
44,2022,29,0.40000000000000000000,1.4000000000000000,18,3,2017,33,0.40000000000000000000,0.00000000000000000000,18,0.00000000000000000000
65,2012,23,0.60000000000000000000,0.40000000000000000000,18,3,2023,10,0.60000000000000000000,1.00000000000000000000,18,0.00000000000000000000
65,2012,26,0.40000000000000000000,0.60000000000000000000,18,3,2017,33,0.40000000000000000000,0.00000000000000000000,18,0.00000000000000000000
79,2013,4,0.00000000000000000000,1.8000000000000000,14,3,2019,3,0.00000000000000000000,0.80000000000000000000,14,0.00000000000000000000
79,2013,25,0.20000000000000000000,1.4000000000000000,17,3,2019,15,0.20000000000000000000,2.4000000000000000,17,0.00000000000000000000
79,2014,13,0.80000000000000000000,1.00000000000000000000,16,3,2020,16,0.80000000000000000000,1.8000000000000000,16,0.00000000000000000000
79,2017,21,0.60000000000000000000,2.6000000000000000,14,18,2015,7,0.60000000000000000000,2.6000000000000000,14,0.00000000000000000000
79,2018,8,1.00000000000000000000,1.2000000000000000,17,3,2023,18,1.00000000000000000000,1.2000000000000000,17,0.00000000000000000000
79,2018,31,0.40000000000000000000,1.3333333333333333,16,3,2020,6,0.40000000000000000000,1.6000000000000000,16,0.00000000000000000000
79,2022,10,0.40000000000000000000,1.2000000000000000,14,3,2019,34,0.40000000000000000000,,14,0.00000000000000000000
79,2022,27,0.20000000000000000000,1.2000000000000000,16,3,2023,8,0.20000000000000000000,1.00000000000000000000,16,0.00000000000000000000
80,2022,7,0.00000000000000000000,1.2000000000000000,18,3,2017,3,0.00000000000000000000,0.20000000000000000000,18,0.00000000000000000000
80,2022,8,0.20000000000000000000,1.2000000000000000,18,3,2017,7,0.20000000000000000000,0.20000000000000000000,18,0.00000000000000000000
80,2023,29,0.20000000000000000000,1.2000000000000000,15,4,2012,9,0.20000000000000000000,1.6000000000000000,15,0.00000000000000000000
80,2024,8,0.20000000000000000000,0.20000000000000000000,18,3,2017,7,0.20000000000000000000,0.20000000000000000000,18,0.00000000000000000000
80,2024,10,0.00000000000000000000,1.2000000000000000,18,3,2017,3,0.00000000000000000000,0.20000000000000000000,18,0.00000000000000000000
82,2012,9,0.20000000000000000000,1.4000000000000000,16,3,2023,8,0.20000000000000000000,1.00000000000000000000,16,0.00000000000000000000
82,2012,18,1.00000000000000000000,1.00000000000000000000,13,3,2014,22,1.00000000000000000000,1.00000000000000000000,13,0.00000000000000000000
82,2016,8,0.40000000000000000000,0.80000000000000000000,16,3,2020,6,0.40000000000000000000,1.6000000000000000,16,0.00000000000000000000
82,2016,23,0.60000000000000000000,1.4000000000000000,15,3,2020,9,0.60000000000000000000,1.00000000000000000000,15,0.00000000000000000000
82,2017,5,1.00000000000000000000,1.00000000000000000000,13,3,2014,22,1.00000000000000000000,1.00000000000000000000,13,0.00000000000000000000
82,2017,24,0.80000000000000000000,0.80000000000000000000,15,3,2019,16,0.80000000000000000000,1.8000000000000000,15,0.00000000000000000000
82,2021,10,0.20000000000000000000,0.80000000000000000000,7,24,2016,26,0.20000000000000000000,0.80000000000000000000,7,0.00000000000000000000
82,2023,27,0.40000000000000000000,1.8000000000000000,14,3,2019,34,0.40000000000000000000,,14,0.00000000000000000000
82,2025,11,0.60000000000000000000,1.4000000000000000,15,3,2020,9,0.60000000000000000000,1.00000000000000000000,15,0.00000000000000000000
82,2025,26,0.20000000000000000000,0.80000000000000000000,17,3,2019,15,0.20000000000000000000,2.4000000000000000,17,0.00000000000000000000
86,2014,10,0.20000000000000000000,1.4000000000000000,18,3,2017,7,0.20000000000000000000,0.20000000000000000000,18,0.00000000000000000000
86,2016,4,0.00000000000000000000,1.4000000000000000,18,3,2017,3,0.00000000000000000000,0.20000000000000000000,18,0.00000000000000000000
86,2017,11,0.60000000000000000000,1.8000000000000000,17,3,2019,6,0.60000000000000000000,0.80000000000000000000,17,0.00000000000000000000
86,2025,21,0.40000000000000000000,1.2000000000000000,16,3,2020,6,0.40000000000000000000,1.6000000000000000,16,0.00000000000000000000
89,2023,12,0.00000000000000000000,1.4000000000000000,17,3,2017,2,0.00000000000000000000,0.20000000000000000000,17,0.00000000000000000000
89,2023,13,0.20000000000000000000,1.4000000000000000,15,4,2012,9,0.20000000000000000000,1.6000000000000000,15,0.00000000000000000000
89,2024,16,0.00000000000000000000,1.4000000000000000,12,24,2015,2,0.00000000000000000000,1.6000000000000000,12,0.00000000000000000000
89,2025,30,0.80000000000000000000,1.7500000000000000,11,3,2014,17,0.80000000000000000000,1.2000000000000000,11,0.00000000000000000000
105,2016,14,0.00000000000000000000,0.20000000000000000000,18,3,2017,3,0.00000000000000000000,0.20000000000000000000,18,0.00000000000000000000
105,2016,17,0.00000000000000000000,0.60000000000000000000,18,3,2017,3,0.00000000000000000000,0.20000000000000000000,18,0.00000000000000000000
167,2019,26,0.20000000000000000000,1.6000000000000000,14,3,2019,33,0.20000000000000000000,0.00000000000000000000,14,0.00000000000000000000
167,2020,32,0.80000000000000000000,1.5000000000000000,14,3,2020,19,0.80000000000000000000,0.80000000000000000000,14,0.00000000000000000000
167,2021,23,0.80000000000000000000,2.0000000000000000,16,3,2020,16,0.80000000000000000000,1.8000000000000000,16,0.00000000000000000000
167,2021,24,0.80000000000000000000,1.8000000000000000,15,3,2019,16,0.80000000000000000000,1.8000000000000000,15,0.00000000000000000000
167,2023,8,0.80000000000000000000,1.8000000000000000,10,3,2014,9,0.80000000000000000000,0.60000000000000000000,10,0.00000000000000000000
167,2025,13,0.60000000000000000000,0.60000000000000000000,14,18,2015,7,0.60000000000000000000,2.6000000000000000,14,0.00000000000000000000
533,2012,16,0.20000000000000000000,0.80000000000000000000,16,3,2023,8,0.20000000000000000000,1.00000000000000000000,16,0.00000000000000000000
533,2012,18,0.00000000000000000000,0.60000000000000000000,16,3,2020,2,0.00000000000000000000,0.60000000000000000000,16,0.00000000000000000000
533,2012,28,0.80000000000000000000,1.00000000000000000000,17,3,2017,27,0.80000000000000000000,0.40000000000000000000,17,0.00000000000000000000
533,2015,11,1.00000000000000000000,1.2000000000000000,17,3,2023,18,1.00000000000000000000,1.2000000000000000,17,0.00000000000000000000
533,2015,21,0.80000000000000000000,1.8000000000000000,17,3,2017,27,0.80000000000000000000,0.40000000000000000000,17,0.00000000000000000000
533,2022,20,0.20000000000000000000,0.60000000000000000000,14,3,2019,33,0.20000000000000000000,0.00000000000000000000,14,0.00000000000000000000
4795,2016,11,0.20000000000000000000,1.4000000000000000,17,3,2019,15,0.20000000000000000000,2.4000000000000000,17,0.00000000000000000000
23826,2021,15,0.80000000000000000000,2.0000000000000000,7,3,2016,17,0.80000000000000000000,1.4000000000000000,7,0.00000000000000000000
23826,2022,6,1.00000000000000000000,1.6000000000000000,10,3,2015,14,1.00000000000000000000,1.00000000000000000000,10,0.00000000000000000000
23826,2024,28,1.00000000000000000000,1.2000000000000000,5,16,2023,14,1.00000000000000000000,2.2000000000000000,5,0.00000000000000000000
